Transaction Hash,Block Number,Timestamp,Gas Price (Gwei),Gas Used,Number of Inputs,Max Merkle Tree Depth
6d118ba797e6c43eee41d743ccd1287c04f0f95319acb2c0525ceb671c93f828,6406805,1728423604,0.125,1492018,2,1
bbc93492d3728b819c282793719ed579fdb7fb81c9742943e603037ef4e9bf0a,6416265,1728467772,0.125,1599393,3,2
21c3deb816d6aed613451af5b271e4233a75469d57eb4d42bf7cfa62e8464d67,6505173,1728878399,0.125,1773123,1,1
8f931d3bdfafc6fb10424f1beddc6ae19e814f7b7cecb30b191f9886721fdf9a,6560209,1729144474,0.125,1467392,1,1
a35004384ccd141bcb3747fa3f71506dd502c8cce9ac712ac8a172afe8b34708,6583925,1729260499,0.125,1617973,1,1
568a04d3b2098dd85846f001eeee72ec1274986353d6b0322cae90bbd0cfa6cc,6420084,1728486460,0.125,1565344,2,1
c6587ed2208ee7973795bd4be92c13b9867da347489f208fd010c3b9e30b18fc,6424731,1728509288,0.125,1797781,2,1
7d4b4096b05c93274213b7db6cde52527e33e5357afc3f4adf1b06089b0a72dd,6529183,1728995549,0.125,1542379,1,1
ec88856546d0c653c7b45b10f578d9ead07b647e65f93c21f0f8da03c5313ef3,6530982,1729003084,0.125,1571488,2,1
a76a3df95ab58f92235711e1ec482fe6627b5dcbe7dd6b8dc718ab8140781063,6459995,1728651836,0.125,1853684,1,1
7d8bb4e70c4fd5049877b17cdc86f57801413caba95aeeef6d0df9d38121599b,6414574,1728460999,0.125,1654283,2,1
ee5abe35690eb0358597f69565e56877bd8129d56001c5244ac430e13bb8c563,6415533,1728465036,0.125,1494298,2,1
b9ccd68b4dfe54ed0bc8c62b1c85fa0e30cdda247daa3ac3bf159abf72df09f6,6406230,1728420931,0.125,1652686,2,1
d3f2cab29e4ee505d35df8ff0d0e1768e596533b22b67046433e0d4adce37450,6413807,1728457242,0.125,1807571,2,1
d551802f9a7fe76360e901df15a6eda2693436af68283217005f449fd7621233,6521059,1728955568,0.125,1546353,1,1
b37baf6cc8252d26637a87eceaaea08ab34331e8617a8ea0bff1a28058769c15,6530693,1729001879,0.125,1547096,1,1
c6feca524e46d057befc1da6e8a79a10e33e051a3197a8112bbce293729fee4e,6414293,1728459395,0.125,1520411,1,9
88fdbfc757c1b055c7ad59654af4a45019d8bbd87976b7f5f8e63d3750bea193,6414504,1728460697,0.125,1650725,2,1
555c19ee7af22466401159288aaf58b5ae5b8648d0ce23f6553b9e9e13f96f85,6418578,1728478846,0.125,1486461,2,1
1ab8d8f37b89878e7328b5924d2145d9cd45591115ae1edcc6c321bd01c49f4b,6438700,1728576034,0.125,1624563,1,1
24c863bd20b306c88cb82bc7260e2513ee1ad01d9d37ea2f6b1d5710288f68bc,6467875,1728691788,0.125,1627081,1,1
80a966a5b66e3d874ca868c5ed267f44fb9b9c062059910b3c77822c2881a4ee,6538055,1729036761,0.125,1535198,1,1
f790a588c069b9af093f98942bef3843b2eb8f8e8797bb548dd3e4f21702537d,6568817,1729185798,0.125,1535143,1,1
e21deab8f61b3c9bf782d3ccf58c4dc45e07536e1d908adf10f5ee7307f49987,6415466,1728464773,0.125,1573330,2,1
db61552cf5eddf20d5f09a260b739e0d1e02ce22555170145d6bbd66e677114c,6416247,1728467701,0.125,1572586,2,1
1f380d4d6b08c9e0ad2520d632a404158946e724590fce6e351faaedc65fed26,6410742,1728442243,0.125,1570829,2,1
76a7b19fc27875c25688b5b356907fe388715fd98f2db56a60f0c145dc1672ff,6460452,1728654089,0.125,1693877,1,1
6614074049b4ecb0e0b6b8150ed5b1c8c677771a4a733716651776c35f1009fa,6417571,1728474019,0.125,1720362,2,1
68e91173e4321fe17b3cb3cf0590e5c62b82db6bfe222360447c7d1039fc9770,6491498,1728810619,0.125,1466280,1,1
5a79af7aad77b52bd5c99c7a919f86b96ca4774cebdaa62a2c030550b71bd68e,6413062,1728453939,0.125,1494209,2,1
ba770e705d4b1b1b0718e3ebc1604121daeb52581cc96ebb3ba4c81f0b725e94,6557302,1729130124,0.125,1703862,1,1
d053ae1b280c9e2a994095cfe87c04e30c0fd98174f7d0986b10f95fd95c7341,6550203,1729095084,0.125,1546533,1,1
9d817c785611c1a9052175802bfe3d6375d487243ad31e321b2be7ee40b1c3a5,6418477,1728478412,0.125,1486180,2,1
3699f85afc9af2e62dc34ef212142db5686bedc61de125a72d8d959181a658c3,6530847,1729002620,0.125,1466094,1,1
24477a3edc65f782dafcf7dbad9d5c265cff00ce7a27d709392b15703330ae7a,6415329,1728464368,0.125,1751629,3,2
dda846609a81a9d0a0b01b2b12bf767e49d900fb64b1c076db92cfe74c8ac65e,6405117,1728415401,0.125,1492612,2,1
0b1b7ab7dcc7fd8ddf4901eeec6bc6d6d3739b50b554082aa0f20279617d0983,6519213,1728946700,0.125,1683501,3,2
6c0f3fede84331eb7531f1a78ff3f2f0411acf3d37f2cd175140e182d057a047,6413260,1728454898,0.125,1521087,3,2
df8c0b6da660e83d51dae3ea4719fc4a152792ecca79f7608549146a509278fd,6410931,1728443248,0.125,1644670,2,1
5c914de0760b2c6e6a7016b1489fc41b914ee4236fbce79e901656ef59973614,6412614,1728451755,0.125,1494127,2,1
e0a9f2979bdf3e7ad815532ef399e313c1e7211d6db8d271a448051e694d104a,6412224,1728449699,0.125,1493411,2,1
59ddecfbc9c167f9484ddf07f7dddf0982d057009eede16da130ff4a25bdc406,6469804,1728701493,0.125,1532041,1,1
321efe2ee44ff90368e594e87b44ecc7a41e4c58ffa1aa9c399853123ff06bb5,6531002,1729003186,0.125,1467945,1,1
f818a96c3af7eec824a90c1d910f781c0152d2c6daf614d59cee6b7acf056479,6501146,1728858785,0.125,1693708,1,1
dec39343aa22924baef682dc299742c7f93ee711c6382d4ed8dfe82afdf7aadd,6406918,1728424126,0.125,1599518,1,9
1ecc2e4823b212f9cf4e9ecba08d245a50ad39f1e56afff00d91c4fe2f3b1b06,6415580,1728465254,0.125,1804851,2,1
feef23ab41de16026b21cdc703e170c1c97bf050486de0dbd3839f85811a885b,6415805,1728466073,0.125,1602866,3,2
129aa848f3fc3210c5a343cfbfeeb38a86440413a186c408d699691e752bf782,6413656,1728456571,0.125,1492487,2,1
56153cefb41aa49da3404e6ccb07805a8ff297561542af8a795b6acfc673f963,6443217,1728598532,0.125,1773411,1,1
604d7b2a453c6674b9c7dded197580587d47140bfc6feb96a3e37043443bff40,6566299,1729173731,0.125,1549440,1,1
73a7d8c4791bcc689265c2cbd028e962c7b9b79f051900ef7b2af42ca21cbeeb,6556345,1729125376,0.125,1625160,1,1
f059ae4d6ab13a1838c9c9f3b4d1c2076c9eb5de9048901e17a6ce601ce29d30,6415939,1728466602,0.125,1709169,4,2
b267133a7a486673d1f091946f1c972b06a5fd0a347862091ea1dd45b2f15e24,6410829,1728442716,0.125,1649080,2,1
8958ce3d03262e579e711e3e70232cfa312a2cf866a5f81cb86c1fd0d237efa2,6407203,1728425455,0.125,1651810,2,1
bbad147930abc3afc2834a58a00b528524e7f5dccadda6b7be5fe7571936628b,6543284,1729062155,0.125,1533026,1,1
ce46ad5e732ec4b8ecc962d47ed3b5ea0769a904747862ca18ad14b08371298f,6546954,1729080200,0.125,1467882,1,1
50e38fe26c4e710506049f6e3109aab2492bf9aea9af85222338b52ebb324c13,6409628,1728437353,0.125,1650832,2,1
8083f74b9c5bc04487987334178bdd0b44b0c0970a09044bb5f858b79db4cbcc,6549563,1729092046,0.125,1491746,2,1
c061019bdcd979f054d8b66e1ef4c233c1e909e82a72bd565ca54428c0ca3324,6413357,1728455299,0.125,1438724,1,8
13494873ad35cc7cfd41dc37487a056835e4c1f5a3132d1609b7b63f82a1282e,6410929,1728443225,0.125,1496111,2,1
346a962ef89a60e02e5a7aeebe8de8d1e3d48cd0c5b0edf83c8383686499f057,6506147,1728882953,0.125,1627969,1,1
bb2c848a1e8a873865f8e662c7ed20244866055dbfcde3e016fcc8b50be682b6,6418258,1728477520,0.125,1492462,2,1
b4554e2b878c9fd406343dae12aefc14cfd35cd46d5045b33742552f8aa59056,6416037,1728466976,0.125,1514833,3,2
3d203384c66f00ac4aa8adbd0f53742437f5652de7bd7bf41d41c9af5bfec947,6408008,1728429801,0.125,1602147,3,2
d2ace544ca5d43b14ae3f5068d5c2dafe700ad4aea50b2a1b3f9b00933523d29,6408146,1728430378,0.125,1650629,2,1
2bdc383eb367c61f6d16f32523b011e9351bdcd72a8142ce0a573c044dfda028,6406985,1728424467,0.125,1493519,2,1
774d6b61c071f544381bb6417b64707e5c83d6f8cd0ba2a5422ddaafcea1aeae,6436026,1728564333,0.125,1624029,1,1
43d2dbd72212fd585c6f7e0eae7f463b0150aa7d9fd764db27460369d2673853,6441667,1728590737,0.125,1467900,1,1
d0c656ca4e637690b0bbe6e4f656f7f980a257773297c9529888095f677cb516,6447132,1728611806,0.125,1820588,5,3
e15e0896d03242891bd34d2c0e0516de40c6559f60b7f0afcf5d6055cfc77a17,6407282,1728425854,0.125,1467654,2,8
55fb5010333e99f6d7f9747c03644090bdfc826520a450ef3e0c6515ee5d874f,6413490,1728455855,0.125,1316180,2,11
82283189b67ba57f9195aae0d7302c5c5df31a95a36e879dc7f31e78503e9f1a,6522626,1728963431,0.125,1467028,1,1
01698b01581f1e0b993eb78a588ac09ed428a76294a92bc3850fb856866be2fb,6506381,1728884148,0.125,1705777,1,1
691801679cbd924691a880f1a43ff0339d50c3d685cb65d8fa58b1a5be5af0d5,6410930,1728443232,0.125,1650790,2,1
ff26dc5a1faed495d61afe1fc32957f6045ca0b32c5400ca1c9926f7396ea29f,6440190,1728583501,0.125,1493140,2,1
59124ff0fc9207a25f2f7bda0efa894966e3a4486640eae19f62355d3f149acb,6416032,1728466949,0.125,1656046,2,1
0a2195d37b7b945084be6c304cd361dd0f70538d11a89eba027682d963a05bc5,6526001,1728980148,0.125,1626122,1,1
4558bbfd8651487c71fcdb13fda984d939b8423d091145cc77b1e87d30bdab80,6418382,1728477947,0.125,1645192,2,1
bbbc9ada8c308f54a66d4ce19acf2693f820a44e0e5a0961488b500bf7c612ef,6412767,1728452668,0.125,1683705,3,2
dbe62d53dcc454ce2d6c5bc6d197198ffb90195bb49fb89e1ade8a22cdbac301,6419823,1728485186,0.125,1646038,5,3
1d63dbeabec6b28c181feab58609806c5d5039ee1f22791d71b8d5b2bb17946b,6419932,1728485649,0.125,1730537,2,1
3590c5031d29105899ead6587ef1c4e682fadaf488450f5fe21b52d1504acddc,6412804,1728452806,0.125,1728707,2,1
0de5f475f2b31885c6aa2df5318c1b4387d2652e88a01b87c903b0ec8a66efb4,6416025,1728466935,0.125,1490609,2,1
11310abb72007e72adb7e2e49b3138b5609392561399ad8a5425566d710d73b6,6443810,1728602018,0.125,1543981,1,1
bb424e2df0ab8d03f7533d33480a73c69eaec6573990300ea35782d3146fcb04,6594753,1729314448,0.125,1685014,1,1
e415415a32c09fa6d9a0d81440b6d8cc9145b32f2d445bd19b43257891420637,6574455,1729213651,0.125,1780310,1,1
07d8d0ba56947684e1148dd6b02e3810f2dbf739281c880a28714194855952a0,6418349,1728477844,0.125,1492829,2,1
f279023b7cb24dcf2e9ab47ed571c09d59487df71a27ae81330c713a02c0e10c,6519214,1728946707,0.125,1495382,2,1
9ee934610322f3fe9d4120f06c54baf007af918662e2affc0d4756b6fa9e1ce4,6410464,1728441325,0.125,1810013,2,1
e7ae3e39c2c58cdacb05f66ed4277aeff15ca781a7b60e773591d94bbb650aa1,6410500,1728441448,0.125,1651487,2,1
013fd86097f21d1c4d556ce56a85e555cc8ce1a8568dbfb646f6095befdd5c63,6415206,1728463909,0.125,1574242,2,1
17384b18aee96c30f463223688ab495f8201415b6bbca81da6aab56a4bd27da7,6486517,1728785306,0.125,1717344,2,1
d29936c09e5eca11e7a454a352fcee69474fd9d535dc66a51acc37bb84469f81,6594454,1729312968,0.125,1527928,1,1
eed6e9d45e08d43a1cba25ace50f3a9848993b6224775473b284a7206c19eed8,6574976,1729216606,0.125,1779482,1,1
ab4c5b7b1fe72d009b6171da1c312cd3530b28045f432835c9ee377cba4c9182,6415300,1728464290,0.125,1571735,2,1
f0847ecffae02b28fe84e7cd74b7231beb2978ee6d58d44f0819e509a7956699,6416748,1728469847,0.125,1650563,2,1
3929749d92af2af9177c9aba125b622de9826a11103b93f302741155222abda0,6495561,1728830945,0.125,1468796,1,1
4b2ca55c069897b33e0d6907439caa2f3b98d7bcc74bf10f7fddb523da1a668b,6413768,1728457045,0.125,1573091,2,1
cdcc2b40f370549d6b5d3e8a33c762eaf0d52826582ea52642fc51f512e148fd,6472085,1728712482,0.125,1535991,1,1
8fcefa17acf6d5bc5243fa201b51f365fba10c94324c7592d6406906865b2914,6409770,1728438050,0.125,1643600,2,1
f589a42b3a9b839d010977fedb0ad487064254d8baa1cd5c473e029374f87f86,6410935,1728443270,0.125,1571828,2,1
9c5ecf91df193efd06c5b86f8c2385e998a7ffc0ed393c04b974da4aa96ceb33,6448038,1728614174,0.125,1613403,1,1
